"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","29852544"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","15.41"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","646336"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","1638400"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","66.85"
"0","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","4618880"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","29.54"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","52256"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","163840"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","14.70"
"1","65009","python3.11","127.0.0.1","fmha_cutlassF_f16_aligned_64x128_rf_sm80(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::Sm80, 1, 64, 128, 128, 1, 1>::Params)","1","7","(32, 8, 1)","(2, 40, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","163840"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","29857280"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","15.41"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","646432"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","1638400"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","66.76"
"2","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","77017216"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","14.86"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","1728608"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","4423680"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","67.35"
"3","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","77029504"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","14.83"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","1733280"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","4423680"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","67.36"
"4","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(1728, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","79222144"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","16.70"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","1582784"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","4423680"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","69.57"
"5","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","29823104"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","15.64"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","636128"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","1638400"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","66.71"
"6","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","29834880"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","15.43"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","645184"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","1638400"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","66.80"
"7","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"8","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","29770368"
"8","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","15.49"
"8","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","641344"
"8","65009","python3.11","127.0.0.1","awq_gemm_kernel","1","7","(128, 1, 1)","(640, 8, 1)","0","8.9","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","1638400"
